大学,学部名,学科名,日程,入試方式,10桁コード,rank
つくば国際大学,医療保健,診療放射線,共,１期,3107-64-0471,5
つくば国際大学,医療保健,臨床検査,共,１期,3107-64-0501,5
つくば国際大学,医療保健,臨床検査,共,１期,3107-64-0571,5
つくば国際大学,医療保健,医療技術,共,１期,3107-64-0601,5
つくば国際大学,医療保健,医療技術,共,１期,3107-64-0671,5
津田塾大学,学芸,英語英文,,Ａ,3276-03-0101,5
津田塾大学,学芸,英語英文,,Ａ英語,3276-03-0102,5
津田塾大学,学芸,英語英文,共,Ｃ前３,3276-03-0173,5
津田塾大学,学芸,英語英文,共,Ｃ前４,3276-03-0174,5
津田塾大学,学芸,国際関係,共,Ａ,3276-03-0201,5
津田塾大学,学芸,国際関係,共,Ａ英語,3276-03-0202,5
津田塾大学,学芸,国際関係,共,Ｃ前４,3276-03-0272,5
津田塾大学,学芸,国際関係,共,Ｃ前３,3276-03-0273,5
津田塾大学,学芸,数学,共,Ａ,3276-03-0401,5
津田塾大学,学芸,数学,共,Ａ英語,3276-03-0402,5
津田塾大学,学芸,数学,共,Ｃ前期,3276-03-0472,5
津田塾大学,学芸,情報科学,共,Ａ,3276-03-0501,5
津田塾大学,学芸,情報科学,共,Ａ英語,3276-03-0502,5
津田塾大学,学芸,情報科学,共,Ｃ前期,3276-03-0572,5
津田塾大学,学芸,多文化・国際,共,Ａ,3276-03-0601,5
津田塾大学,学芸,多文化・国際,共,Ａ英語,3276-03-0602,5
津田塾大学,学芸,多文化・国際,共,Ｃ前期,3276-03-0671,5
津田塾大学,総合政策,総合政策,共,Ａ,3276-13-0101,5
津田塾大学,総合政策,総合政策,共,Ａ英語,3276-13-0102,5
津田塾大学,総合政策,総合政策,共,Ｃ前期,3276-13-0174,5
敦賀市立看護大学,看護,看護,前,,2108-64-0110,5
敦賀市立看護大学,看護,看護,後,,2108-64-0120,5
都留文科大学,文,英文,前,,2115-01-0110,1
都留文科大学,文,英文,中,３科目,2115-01-0151,1
都留文科大学,文,英文,中,５科目,2115-01-0152,1
都留文科大学,文,国文,前,５科目,2115-01-0210,1
都留文科大学,文,国文,中,５科目,2115-01-0250,1
都留文科大学,教養,学校教育,前,５科目,2115-37-0110,1
都留文科大学,教養,学校教育,中,５科目,2115-37-0151,1
都留文科大学,教養,学校教育,中,３科目,2115-37-0152,1
都留文科大学,教養,地域社会,前,３科目,2115-37-0210,1
都留文科大学,教養,地域社会,中,３科目,2115-37-0250,1
都留文科大学,教養,比較文化,前,３科目,2115-37-0310,1
都留文科大学,教養,比較文化,中,３科目,2115-37-0350,1
都留文科大学,教養,国際教育,前,３科目,2115-37-0410,1
都留文科大学,教養,国際教育,中,３科目,2115-37-0450,1
鶴見大学,文,英語英米文,,１期,3373-01-0101,5
鶴見大学,文,英語英米文,共,１期,3373-01-0172,5
鶴見大学,文,日本文,共,１期,3373-01-0201,5
鶴見大学,文,日本文,共,１期,3373-01-0272,5
鶴見大学,文,文化財,共,１期,3373-01-0301,5
鶴見大学,文,文化財,共,１期,3373-01-0372,5
鶴見大学,文,ドキュメンテ,共,１期,3373-01-0402,5
鶴見大学,文,ドキュメンテ,共,１期,3373-01-0472,5
鶴見大学,歯,歯,共,１期,3373-58-0100,5
鶴見大学,歯,歯,共,１期,3373-58-0171,5
帝京大学,文,日本文化,,Ⅰ期,3277-01-0501,5
帝京大学,文,日本文化,共,前期,3277-01-0571,5
帝京大学,文,史学,共,Ⅰ期,3277-01-0601,5
帝京大学,文,史学,共,前期,3277-01-0671,5
帝京大学,文,社会,共,Ⅰ期,3277-01-0701,5
帝京大学,文,社会,共,前期,3277-01-0771,5
帝京大学,文,心理,共,Ⅰ期,3277-01-0801,5
帝京大学,文,心理,共,前期,3277-01-0871,5
帝京大学,外国語,国際日本,共,Ⅰ期,3277-08-0201,5
帝京大学,外国語,国際日本,共,前期,3277-08-0271,5
帝京大学,外国語,外国／ 英語,共,Ⅰ期,3277-08-0301,5
帝京大学,外国語,外国／ 英語,共,前期,3277-08-0371,5
帝京大学,外国語,外国／ ドイツ,共,Ⅰ期,3277-08-0401,5
帝京大学,外国語,外国／ ドイツ,共,前期,3277-08-0471,5
帝京大学,外国語,外国／ フラン,共,Ⅰ期,3277-08-0501,5
帝京大学,外国語,外国／ フラン,共,前期,3277-08-0571,5
帝京大学,外国語,外国／ スペイ,共,Ⅰ期,3277-08-0601,5
帝京大学,外国語,外国／ スペイ,共,前期,3277-08-0671,5
帝京大学,外国語,外国／ 中国語,共,Ⅰ期,3277-08-0701,5
帝京大学,外国語,外国／ 中国語,共,前期,3277-08-0771,5
帝京大学,外国語,外国／ コリア,共,Ⅰ期,3277-08-0801,5
帝京大学,外国語,外国／ コリア,共,前期,3277-08-0871,5
帝京大学,法,法律,共,Ⅰ期,3277-12-0101,5
帝京大学,法,法律,共,前期,3277-12-0171,5
帝京大学,法,政治,共,Ⅰ期,3277-12-0201,5
帝京大学,法,政治,共,前期,3277-12-0271,5
帝京大学,経済,経済,共,Ⅰ期,3277-18-0101,5
帝京大学,経済,経済,共,前期,3277-18-0171,5
帝京大学,経済,経営,共,Ⅰ期,3277-18-0202,5
帝京大学,経済,経営,共,前期,3277-18-0271,5
帝京大学,経済,観光経営,共,Ⅰ期,3277-18-0601,5
帝京大学,経済,観光経営,共,前期,3277-18-0671,5
帝京大学,経済,地域経済,共,Ⅰ期,3277-18-0701,5
帝京大学,経済,地域経済,共,前期,3277-18-0771,5
帝京大学,経済,国際経済,共,Ⅰ期,3277-18-0801,5
帝京大学,経済,国際経済,共,前期,3277-18-0871,5
帝京大学,教育,教育文化,共,Ⅰ期,3277-30-0101,5
帝京大学,教育,教育文化,共,前期,3277-30-0171,5
帝京大学,教育,初等／ 初等教,共,Ⅰ期,3277-30-0201,5
帝京大学,教育,初等／ 初等教,共,前期,3277-30-0271,5
帝京大学,教育,初等／ こども,共,Ⅰ期,3277-30-0301,5
帝京大学,教育,初等／ こども,共,前期,3277-30-0371,5
帝京大学,理工,データサイエ,共,Ⅰ期,3277-47-1101,5
帝京大学,理工,データサイエ,共,前期,3277-47-1171,5
帝京大学,理工,データサイエ,共,中期,3277-47-1172,5
帝京大学,理工,総合／ 機械航,共,Ⅰ期,3277-47-1201,5
帝京大学,理工,総合／ 機械航,共,前期,3277-47-1271,5
帝京大学,理工,総合／ 機械航,共,中期,3277-47-1272,5
帝京大学,理工,総合／ ロボテ,共,Ⅰ期,3277-47-1301,5
帝京大学,理工,総合／ ロボテ,共,前期,3277-47-1371,5
帝京大学,理工,総合／ ロボテ,共,中期,3277-47-1372,5
帝京大学,理工,総合／ 情報科,共,Ⅰ期,3277-47-1401,5
帝京大学,理工,総合／ 情報科,共,前期,3277-47-1471,5
帝京大学,理工,総合／ 情報科,共,中期,3277-47-1472,5
帝京大学,理工,総合／ 環境バ,共,Ⅰ期,3277-47-1501,5
帝京大学,理工,総合／ 環境バ,共,前期,3277-47-1571,5
帝京大学,理工,総合／ 環境バ,共,中期,3277-47-1572,5
帝京大学,医,医,共,中期,3277-55-0100,5
帝京大学,医,医,共,千葉枠,3277-55-0101,5
帝京大学,医,医,共,静岡枠,3277-55-0102,5
帝京大学,医,医,共,茨城枠,3277-55-0103,5
帝京大学,医,医,共,福島枠,3277-55-0104,5
帝京大学,医,医,共,新潟枠,3277-55-0105,5
帝京大学,医,医,共,群馬枠,3277-55-0106,5
帝京大学,医,医,共,前期,3277-55-0171,5
帝京大学,薬,薬,共,Ⅰ期,3277-61-0201,5
帝京大学,薬,薬,共,前期,3277-61-0271,5
帝京大学,医療技術,視能矯正,共,Ⅰ期,3277-64-0101,5
帝京大学,医療技術,視能矯正,共,前期,3277-64-0171,5
帝京大学,医療技術,看護,共,Ⅰ期,3277-64-0501,5
帝京大学,医療技術,看護,共,前期,3277-64-0571,5
帝京大学,医療技術,診療放射線,共,Ⅰ期,3277-64-0601,5
帝京大学,医療技術,診療放射線,共,前期,3277-64-0671,5
帝京大学,医療技術,臨床検査,共,Ⅰ期,3277-64-0701,5
帝京大学,医療技術,臨床検査,共,前期,3277-64-0771,5
帝京大学,医療技術,スポ／ 健康ス,共,Ⅰ期,3277-64-0901,5
帝京大学,医療技術,スポ／ 健康ス,共,前期,3277-64-0971,5
帝京大学,医療技術,スポ／ 救急救,共,Ⅰ期,3277-64-1001,5
帝京大学,医療技術,スポ／ 救急救,共,前期,3277-64-1071,5
帝京大学,医療技術,柔道整復,共,Ⅰ期,3277-64-1101,5
帝京大学,医療技術,柔道整復,共,前期,3277-64-1171,5
帝京大学,福岡医療,理学療法,共,Ⅰ期,3277-65-0101,5
帝京大学,福岡医療,理学療法,共,前期,3277-65-0171,5
帝京大学,福岡医療,作業療法,共,Ⅰ期,3277-65-0201,5
帝京大学,福岡医療,作業療法,共,前期,3277-65-0271,5
帝京大学,福岡医療,看護,共,Ⅰ期,3277-65-0301,5
帝京大学,福岡医療,看護,共,前期,3277-65-0371,5
帝京大学,福岡医療,診療放射線,共,Ⅰ期,3277-65-0401,5
帝京大学,福岡医療,診療放射線,共,前期,3277-65-0471,5
帝京大学,福岡医療,医療／ 救急救,共,Ⅰ期,3277-65-0601,5
帝京大学,福岡医療,医療／ 救急救,共,前期,3277-65-0671,5
帝京大学,福岡医療,医療／ 臨床工,共,Ⅰ期,3277-65-0701,5
帝京大学,福岡医療,医療／ 臨床工,共,前期,3277-65-0771,5
帝京科学大学,教育人間,幼児保育,,Ⅰ期,3451-31-0201,5
帝京科学大学,教育人間,幼児保育,共,Ⅰ期,3451-31-0271,5
帝京科学大学,教育人間,学校／ 小学校,共,Ⅰ期,3451-31-0301,5
帝京科学大学,教育人間,学校／ 小学校,共,Ⅰ期,3451-31-0371,5
帝京科学大学,教育人間,学校／ 中高理,共,Ⅰ期,3451-31-0401,5
帝京科学大学,教育人間,学校／ 中高理,共,Ⅰ期,3451-31-0471,5
帝京科学大学,教育人間,学校／ 中高保,共,Ⅰ期,3451-31-0501,5
帝京科学大学,教育人間,学校／ 中高保,共,Ⅰ期,3451-31-0571,5
帝京科学大学,教育人間,こど／ 小・幼,共,Ⅰ期,3451-31-0601,5
帝京科学大学,教育人間,こど／ 小・幼,共,Ⅰ期,3451-31-0671,5
帝京科学大学,教育人間,こど／ 幼・保,共,Ⅰ期,3451-31-0701,5
帝京科学大学,教育人間,こど／ 幼・保,共,Ⅰ期,3451-31-0771,5
帝京科学大学,教育人間,学校／ 中高英,共,Ⅰ期,3451-31-0801,5
帝京科学大学,教育人間,学校／ 中高英,共,Ⅰ期,3451-31-0871,5
帝京科学大学,生命環境,生命／ 生命,共,Ⅰ期,3451-37-0901,5
帝京科学大学,生命環境,生命／ 生命,共,Ⅰ期,3451-37-0971,5
帝京科学大学,生命環境,生命／ 生・健,共,Ⅰ期,3451-37-1001,5
帝京科学大学,生命環境,生命／ 生・健,共,Ⅰ期,3451-37-1071,5
帝京科学大学,生命環境,生命／ 臨床工,共,Ⅰ期,3451-37-1101,5
帝京科学大学,生命環境,生命／ 臨床工,共,Ⅰ期,3451-37-1171,5
帝京科学大学,生命環境,アニマルサイ,共,Ⅰ期,3451-37-1201,5
帝京科学大学,生命環境,アニマルサイ,共,Ⅰ期,3451-37-1271,5
帝京科学大学,生命環境,自然・東京西,共,Ⅰ期,3451-37-1301,5
帝京科学大学,生命環境,自然・東京西,共,Ⅰ期,3451-37-1371,5
帝京科学大学,生命環境,自然・千住,共,Ⅰ期,3451-37-1501,5
帝京科学大学,生命環境,自然・千住,共,Ⅰ期,3451-37-1571,5
帝京科学大学,生命環境,アニ／ 看護福,共,Ⅰ期,3451-37-1601,5
帝京科学大学,生命環境,アニ／ 看護福,共,Ⅰ期,3451-37-1671,5
帝京科学大学,生命環境,アニ／ 看護科,共,Ⅰ期,3451-37-1701,5
帝京科学大学,生命環境,アニ／ 看護科,共,Ⅰ期,3451-37-1771,5
帝京科学大学,医療科学,理学療法,共,Ⅰ期,3451-64-0401,5
帝京科学大学,医療科学,理学療法,共,Ⅰ期,3451-64-0471,5
帝京科学大学,医療科学,作業療法,共,Ⅰ期,3451-64-0501,5
帝京科学大学,医療科学,作業療法,共,Ⅰ期,3451-64-0571,5
帝京科学大学,医療科学,柔道整復,共,Ⅰ期,3451-64-0601,5
帝京科学大学,医療科学,柔道整復,共,Ⅰ期,3451-64-0671,5
帝京科学大学,医療科学,東京理学療法,共,Ⅰ期,3451-64-0701,5
帝京科学大学,医療科学,東京理学療法,共,Ⅰ期,3451-64-0771,5
帝京科学大学,医療科学,東京柔道整復,共,Ⅰ期,3451-64-0801,5
帝京科学大学,医療科学,東京柔道整復,共,Ⅰ期,3451-64-0871,5
帝京科学大学,医療科学,看護,共,Ⅰ期,3451-64-0901,5
帝京科学大学,医療科学,看護,共,Ⅰ期,3451-64-0971,5
帝京科学大学,医療科学,医療福祉,共,Ⅰ期,3451-64-1001,5
帝京科学大学,医療科学,医療福祉,共,Ⅰ期,3451-64-1071,5
帝京平成大学,人文社会,教育／ 小学校,,Ⅰ期,3204-27-0101,5
帝京平成大学,人文社会,教育／ 小学校,共,Ⅰ期,3204-27-0171,5
帝京平成大学,人文社会,教育／ 保育幼,共,Ⅰ期,3204-27-0201,5
帝京平成大学,人文社会,教育／ 保育幼,共,Ⅰ期,3204-27-0271,5
帝京平成大学,人文社会,人間／ 福祉,共,Ⅰ期,3204-27-0301,5
帝京平成大学,人文社会,人間／ 福祉,共,Ⅰ期,3204-27-0371,5
帝京平成大学,人文社会,人間／ メディ,共,Ⅰ期,3204-27-0401,5
帝京平成大学,人文社会,人間／ メディ,共,Ⅰ期,3204-27-0471,5
帝京平成大学,人文社会,人間／ グロー,共,Ⅰ期,3204-27-0501,5
帝京平成大学,人文社会,人間／ グロー,共,Ⅰ期,3204-27-0571,5
帝京平成大学,人文社会,経営／ 経営,共,Ⅰ期,3204-27-0601,5
帝京平成大学,人文社会,経営／ 経営,共,Ⅰ期,3204-27-0671,5
帝京平成大学,人文社会,経営／ トレー,共,Ⅰ期,3204-27-0701,5
帝京平成大学,人文社会,経営／ トレー,共,Ⅰ期,3204-27-0771,5
帝京平成大学,人文社会,観光経営,共,Ⅰ期,3204-27-0901,5
帝京平成大学,人文社会,観光経営,共,Ⅰ期,3204-27-0971,5
帝京平成大学,共創,デジタル共創,共,Ⅰ期,3204-39-0101,5
帝京平成大学,共創,デジタル共創,共,Ⅰ期,3204-39-0171,5
帝京平成大学,薬,薬,共,Ⅰ期,3204-61-0101,5
帝京平成大学,薬,薬,共,Ⅰ期,3204-61-0171,5
帝京平成大学,健康メデ,理学療法,共,Ⅰ期,3204-64-0100,5
帝京平成大学,健康メデ,理学療法,共,Ⅰ期,3204-64-0171,5
帝京平成大学,健康メデ,作業療法,共,Ⅰ期,3204-64-0200,5
帝京平成大学,健康メデ,作業療法,共,Ⅰ期,3204-64-0271,5
帝京平成大学,健康メデ,言語聴覚,共,Ⅰ期,3204-64-0300,5
帝京平成大学,健康メデ,言語聴覚,共,Ⅰ期,3204-64-0371,5
帝京平成大学,健康メデ,心理,共,Ⅰ期,3204-64-0400,5
帝京平成大学,健康メデ,心理,共,Ⅰ期,3204-64-0471,5
帝京平成大学,健康メデ,健康栄養,共,Ⅰ期,3204-64-0701,5
帝京平成大学,健康メデ,健康栄養,共,Ⅰ期,3204-64-0771,5
帝京平成大学,健康メデ,医療／ 救急救,共,Ⅰ期,3204-64-0901,5
帝京平成大学,健康メデ,医療／ 救急救,共,Ⅰ期,3204-64-0971,5
帝京平成大学,健康メデ,医療／ 臨床工,共,Ⅰ期,3204-64-1001,5
帝京平成大学,健康メデ,医療／ 臨床工,共,Ⅰ期,3204-64-1071,5
帝京平成大学,健康メデ,医療／ スポー,共,Ⅰ期,3204-64-1101,5
帝京平成大学,健康メデ,医療／ スポー,共,Ⅰ期,3204-64-1171,5
帝京平成大学,ヒューマ,看護,共,Ⅰ期,3204-65-0101,5
帝京平成大学,ヒューマ,看護,共,Ⅰ期,3204-65-0171,5
帝京平成大学,ヒューマ,柔道整復,共,Ⅰ期,3204-65-0501,5
帝京平成大学,ヒューマ,柔道整復,共,Ⅰ期,3204-65-0571,5
帝京平成大学,ヒューマ,鍼灸,共,Ⅰ期,3204-65-0601,5
帝京平成大学,ヒューマ,鍼灸,共,Ⅰ期,3204-65-0671,5
帝京平成大学,健康医療,柔道整復,共,Ⅰ期,3204-66-0101,5
帝京平成大学,健康医療,柔道整復,共,Ⅰ期,3204-66-0171,5
帝京平成大学,健康医療,医療／ 救急救,共,Ⅰ期,3204-66-0501,5
帝京平成大学,健康医療,医療／ 救急救,共,Ⅰ期,3204-66-0571,5
帝京平成大学,健康医療,医療／ トレー,共,Ⅰ期,3204-66-0601,5
帝京平成大学,健康医療,医療／ トレー,共,Ⅰ期,3204-66-0671,5
帝京平成大学,健康医療,医療／ アスリ,共,Ⅰ期,3204-66-0701,5
帝京平成大学,健康医療,医療／ アスリ,共,Ⅰ期,3204-66-0771,5
帝京平成大学,健康医療,看護,共,Ⅰ期,3204-66-0801,5
帝京平成大学,健康医療,看護,共,Ⅰ期,3204-66-0871,5
帝京平成大学,健康医療,リハ／ 作業療,共,Ⅰ期,3204-66-0901,5
帝京平成大学,健康医療,リハ／ 作業療,共,Ⅰ期,3204-66-0971,5
帝京平成大学,健康医療,リハ／ 理学療,共,Ⅰ期,3204-66-1001,5
帝京平成大学,健康医療,リハ／ 理学療,共,Ⅰ期,3204-66-1071,5
帝京平成大学,健康医療,医療／ 動物医,共,Ⅰ期,3204-66-1101,5
帝京平成大学,健康医療,医療／ 動物医,共,Ⅰ期,3204-66-1171,5
デジタルハリ大学,デジタル,デジタルコン,,Ａ,3336-83-0101,5
デジタルハリ大学,デジタル,デジタルコン,共,１期,3336-83-0172,5
帝塚山大学,文,日本文化,,Ａ前２,3731-01-0101,5
帝塚山大学,文,日本文化,,Ａ前３,3731-01-0102,5
帝塚山大学,文,日本文化,共,前期２,3731-01-0171,5
帝塚山大学,文,日本文化,共,前期３,3731-01-0172,5
帝塚山大学,心理,心理,共,Ａ前２,3731-04-0103,5
帝塚山大学,心理,心理,共,Ａ前３,3731-04-0104,5
帝塚山大学,心理,心理,共,前期２,3731-04-0174,5
帝塚山大学,心理,心理,共,前期３,3731-04-0175,5
帝塚山大学,法,法,共,Ａ前２,3731-12-0103,5
帝塚山大学,法,法,共,Ａ前３,3731-12-0104,5
帝塚山大学,法,法,共,前期２,3731-12-0174,5
帝塚山大学,法,法,共,前期３,3731-12-0175,5
帝塚山大学,経済経営,経済経営,共,Ａ前２,3731-22-0101,5
帝塚山大学,経済経営,経済経営,共,Ａ前３,3731-22-0102,5
帝塚山大学,経済経営,経済経営,共,前期２,3731-22-0171,5
帝塚山大学,経済経営,経済経営,共,前期３,3731-22-0172,5
帝塚山大学,教育,こども教育,共,Ａ前２,3731-30-0101,5
帝塚山大学,教育,こども教育,共,Ａ前３,3731-30-0102,5
帝塚山大学,教育,こども教育,共,前期２,3731-30-0171,5
帝塚山大学,教育,こども教育,共,前期３,3731-30-0172,5
帝塚山大学,現代生活,食物栄養,共,Ａ前２,3731-79-0103,5
帝塚山大学,現代生活,食物栄養,共,Ａ前３,3731-79-0104,5
帝塚山大学,現代生活,食物栄養,共,前期２,3731-79-0174,5
帝塚山大学,現代生活,食物栄養,共,前期３,3731-79-0175,5
帝塚山大学,現代生活,居住空間デザ,共,Ａ前２,3731-79-0203,5
帝塚山大学,現代生活,居住空間デザ,共,Ａ前３,3731-79-0204,5
帝塚山大学,現代生活,居住空間デザ,共,前期２,3731-79-0274,5
帝塚山大学,現代生活,居住空間デザ,共,前期３,3731-79-0275,5
帝塚山学院大学,総合心理,総合心理,,前期２,3651-03-0102,5
帝塚山学院大学,総合心理,総合心理,,前期３,3651-03-0103,5
帝塚山学院大学,総合心理,総合心理,共,前２併,3651-03-0171,5
帝塚山学院大学,総合心理,総合心理,共,前期２,3651-03-0172,5
帝塚山学院大学,総合心理,総合心理,共,前期３,3651-03-0173,5
帝塚山学院大学,総合心理,総合心理,共,前３併,3651-03-0174,5
帝塚山学院大学,リベラル,リベラルアー,共,前期２,3651-38-0101,5
帝塚山学院大学,リベラル,リベラルアー,共,前期３,3651-38-0103,5
帝塚山学院大学,リベラル,リベラルアー,共,前期２,3651-38-0171,5
帝塚山学院大学,リベラル,リベラルアー,共,前期３,3651-38-0172,5
帝塚山学院大学,リベラル,リベラルアー,共,前３併,3651-38-0173,5
帝塚山学院大学,リベラル,リベラルアー,共,前２併,3651-38-0177,5
帝塚山学院大学,食環境,食イノベーシ,共,前期２,3651-74-0102,5
帝塚山学院大学,食環境,食イノベーシ,共,前期３,3651-74-0103,5
帝塚山学院大学,食環境,食イノベーシ,共,前２併,3651-74-0171,5
帝塚山学院大学,食環境,食イノベーシ,共,前期２,3651-74-0172,5
帝塚山学院大学,食環境,食イノベーシ,共,前期３,3651-74-0173,5
帝塚山学院大学,食環境,食イノベーシ,共,前３併,3651-74-0174,5
帝塚山学院大学,食環境,管理栄養,共,前期２,3651-74-0202,5
帝塚山学院大学,食環境,管理栄養,共,前期３,3651-74-0203,5
帝塚山学院大学,食環境,管理栄養,共,前２併,3651-74-0271,5
帝塚山学院大学,食環境,管理栄養,共,前期２,3651-74-0272,5
帝塚山学院大学,食環境,管理栄養,共,前期３,3651-74-0273,5
帝塚山学院大学,食環境,管理栄養,共,前３併,3651-74-0274,5
園田学園大学,経営,ビジネス,,Ａスタ,3708-19-0102,5
園田学園大学,経営,ビジネス,,Ａ高得,3708-19-0106,5
園田学園大学,経営,ビジネス,,Ｂスタ,3708-19-0107,5
園田学園大学,経営,ビジネス,,Ｂ高得,3708-19-0108,5
園田学園大学,人間健康,食マネジメン,,Ａスタ,3708-64-0201,5
園田学園大学,人間健康,食マネジメン,,Ａ高得,3708-64-0202,5
園田学園大学,人間健康,食マネジメン,,Ｂスタ,3708-64-0204,5
園田学園大学,人間健康,食マネジメン,,Ｂ高得,3708-64-0205,5
園田学園大学,人間健康,人間看護,,Ａスタ,3708-64-0401,5
園田学園大学,人間健康,人間看護,,Ａ高得,3708-64-0402,5
園田学園大学,人間健康,人間看護,,Ｂスタ,3708-64-0403,5
園田学園大学,人間健康,人間看護,,Ｂ高得,3708-64-0404,5
園田学園大学,人間健康,総合／ 養護,,Ａスタ,3708-64-0501,5
園田学園大学,人間健康,総合／ 養護,,Ａ高得,3708-64-0503,5
園田学園大学,人間健康,総合／ 養護,,Ｂスタ,3708-64-0504,5
園田学園大学,人間健康,総合／ 養護,,Ｂ高得,3708-64-0505,5
園田学園大学,人間健康,総合／ 健康ス,,Ａスタ,3708-64-0601,5
園田学園大学,人間健康,総合／ 健康ス,,Ａ高得,3708-64-0603,5
園田学園大学,人間健康,総合／ 健康ス,,Ｂスタ,3708-64-0604,5
園田学園大学,人間健康,総合／ 健康ス,,Ｂ高得,3708-64-0605,5
園田学園大学,こども,こども,,Ａスタ,3708-79-0101,5
園田学園大学,こども,こども,,Ａ高得,3708-79-0102,5
園田学園大学,こども,こども,,Ｂスタ,3708-79-0103,5
園田学園大学,こども,こども,,Ｂ高得,3708-79-0104,5
田園調布学園大学,人間福祉,社会／ 社会福,,Ａ,3380-27-0100,5
田園調布学園大学,人間福祉,社会／ 社会福,共,Ⅰ期,3380-27-0171,5
田園調布学園大学,人間福祉,社会／ 介護福,共,Ａ,3380-27-0200,5
田園調布学園大学,人間福祉,社会／ 介護福,共,Ⅰ期,3380-27-0271,5
田園調布学園大学,人間福祉,共生社会,共,Ａ,3380-27-0601,5
田園調布学園大学,人間福祉,共生社会,共,Ⅰ期,3380-27-0671,5
田園調布学園大学,子ども教,子ども教育,共,Ａ,3380-31-0101,5
田園調布学園大学,子ども教,子ども教育,共,Ⅰ期,3380-31-0171,5
田園調布学園大学,人間科学,心理,共,Ａ,3380-37-0101,5
田園調布学園大学,人間科学,心理,共,Ⅰ期,3380-37-0171,5
電気通信大学,情報理工,Ⅰ類・情報系,前,,1135-47-1410,1
電気通信大学,情報理工,Ⅰ類・情報系,後,,1135-47-1420,1
電気通信大学,情報理工,Ⅱ類・融合系,前,,1135-47-1510,1
電気通信大学,情報理工,Ⅱ類・融合系,後,,1135-47-1520,1
電気通信大学,情報理工,Ⅲ類・理工系,前,,1135-47-1610,1
電気通信大学,情報理工,Ⅲ類・理工系,後,,1135-47-1620,1
天使大学,看護栄養,看護,,,3022-64-0101,5
天使大学,看護栄養,看護,共,,3022-64-0172,5
天使大学,看護栄養,栄養,共,,3022-64-0201,5
天使大学,看護栄養,栄養,共,,3022-64-0272,5
天理大学,人文,宗教,,前期２,3732-02-0101,5
天理大学,人文,宗教,,前期３,3732-02-0102,5
天理大学,人文,宗教,共,前期２,3732-02-0171,5
天理大学,人文,宗教,共,前期３,3732-02-0172,5
天理大学,人文,宗教,共,前期４,3732-02-0173,5
天理大学,人文,国文学国語,共,前期２,3732-02-0201,5
天理大学,人文,国文学国語,共,前期３,3732-02-0202,5
天理大学,人文,国文学国語,共,前期２,3732-02-0271,5
天理大学,人文,国文学国語,共,前期３,3732-02-0272,5
天理大学,人文,国文学国語,共,前期４,3732-02-0273,5
天理大学,人文,歴史文化,共,前期２,3732-02-0301,5
天理大学,人文,歴史文化,共,前期３,3732-02-0302,5
天理大学,人文,歴史文化,共,前期２,3732-02-0371,5
天理大学,人文,歴史文化,共,前期３,3732-02-0372,5
天理大学,人文,歴史文化,共,前期４,3732-02-0373,5
天理大学,人文,心理,共,前期２,3732-02-0401,5
天理大学,人文,心理,共,前期３,3732-02-0402,5
天理大学,人文,心理,共,前期２,3732-02-0471,5
天理大学,人文,心理,共,前期３,3732-02-0472,5
天理大学,人文,心理,共,前期４,3732-02-0473,5
天理大学,人文,社会教育,共,前期２,3732-02-0501,5
天理大学,人文,社会教育,共,前期３,3732-02-0502,5
天理大学,人文,社会教育,共,前期２,3732-02-0571,5
天理大学,人文,社会教育,共,前期３,3732-02-0572,5
天理大学,人文,社会教育,共,前期４,3732-02-0573,5
天理大学,人文,社会福祉,共,前期２,3732-02-0601,5
天理大学,人文,社会福祉,共,前期３,3732-02-0602,5
天理大学,人文,社会福祉,共,前期２,3732-02-0671,5
天理大学,人文,社会福祉,共,前期３,3732-02-0672,5
天理大学,人文,社会福祉,共,前期４,3732-02-0673,5
天理大学,国際,外国語,共,前期２,3732-34-0601,5
天理大学,国際,外国語,共,前期３,3732-34-0602,5
天理大学,国際,外国語,共,前期２,3732-34-0671,5
天理大学,国際,外国語,共,前期３,3732-34-0672,5
天理大学,国際,外国語,共,前期４,3732-34-0673,5
天理大学,国際,韓国・朝鮮語,共,前期２,3732-34-0701,5
天理大学,国際,韓国・朝鮮語,共,前期３,3732-34-0702,5
天理大学,国際,韓国・朝鮮語,共,前期２,3732-34-0771,5
天理大学,国際,韓国・朝鮮語,共,前期３,3732-34-0772,5
天理大学,国際,韓国・朝鮮語,共,前期４,3732-34-0773,5
天理大学,国際,中国語,共,前期２,3732-34-0801,5
天理大学,国際,中国語,共,前期３,3732-34-0802,5
天理大学,国際,中国語,共,前期２,3732-34-0871,5
天理大学,国際,中国語,共,前期３,3732-34-0872,5
天理大学,国際,中国語,共,前期４,3732-34-0873,5
天理大学,国際,英米語,共,前期２,3732-34-0901,5
天理大学,国際,英米語,共,前期３,3732-34-0902,5
天理大学,国際,英米語,共,前期２,3732-34-0971,5
天理大学,国際,英米語,共,前期３,3732-34-0972,5
天理大学,国際,英米語,共,前期４,3732-34-0973,5
天理大学,国際,国際文化,共,前期２,3732-34-1001,5
天理大学,国際,国際文化,共,前期３,3732-34-1002,5
天理大学,国際,国際文化,共,前期２,3732-34-1071,5
天理大学,国際,国際文化,共,前期３,3732-34-1072,5
天理大学,国際,国際文化,共,前期４,3732-34-1073,5
